"Year","Month","Hospital","Specialty","TotalPatients"
2016,"Jul","Beaumont Hospital","Neurosurgery",2310
2016,"Jul","Beaumont Hospital","Oncology",32
2016,"Jul","Beaumont Hospital","Ophthalmology",870
2016,"Jul","Beaumont Hospital","Orthopaedics",1900
2016,"Jul","Beaumont Hospital","Otolaryngology (ENT)",3186
2016,"Jul","Beaumont Hospital","Pain Relief",984
2016,"Jul","Beaumont Hospital","Plastic Surgery",986
2016,"Jul","Beaumont Hospital","Psychiatry",69
2016,"Jul","Beaumont Hospital","Respiratory Medicine",1399
2016,"Jul","Beaumont Hospital","Rheumatology",833
2016,"Jul","Beaumont Hospital","Urology",1464
2016,"Jul","Beaumont Hospital","Vascular Surgery",733
2016,"Jul","Cappagh National Orthopaedic Hospital","Orthopaedics",1288
2016,"Jul","Cappagh National Orthopaedic Hospital","Rheumatology",90
2016,"Jul","Cavan General Hospital","Dermatology",750
2016,"Jul","Cavan General Hospital","General Medicine",1306
2016,"Jul","Cavan General Hospital","General Surgery",828
2016,"Jul","Cavan General Hospital","Gynaecology",785
2016,"Jul","Cavan General Hospital","Haematology",13
2016,"Jul","Cavan General Hospital","Neurology",459
2016,"Jul","Cavan General Hospital","Orthopaedics",1810
2016,"Jul","Cavan General Hospital","Otolaryngology (ENT)",1667
2016,"Jul","Cavan General Hospital","Paediatrics",550
2016,"Jul","Childrens University Hospital Temple Street","Anaesthetics",7
2016,"Jul","Childrens University Hospital Temple Street","Cardiology",960
2016,"Jul","Childrens University Hospital Temple Street","Child/Adolescent Psychiatry",86
2016,"Jul","Childrens University Hospital Temple Street","Clinical (Medical) Genetics",51
2016,"Jul","Childrens University Hospital Temple Street","Dental Surgery",63
2016,"Jul","Childrens University Hospital Temple Street","Dermatology",438
2016,"Jul","Childrens University Hospital Temple Street","Diabetes Mellitus",4
2016,"Jul","Childrens University Hospital Temple Street","Endocrinology",188
2016,"Jul","Childrens University Hospital Temple Street","General Surgery",1183
2016,"Jul","Childrens University Hospital Temple Street","Gynaecology",65
2016,"Jul","Childrens University Hospital Temple Street","Haematology",23
2016,"Jul","Childrens University Hospital Temple Street","Infectious Diseases",38
2016,"Jul","Childrens University Hospital Temple Street","Metabolic Medicine",74
2016,"Jul","Childrens University Hospital Temple Street","Neonatology",35
2016,"Jul","Childrens University Hospital Temple Street","Nephrology",146
2016,"Jul","Childrens University Hospital Temple Street","Neurology",423
2016,"Jul","Childrens University Hospital Temple Street","Neurosurgery",59
2016,"Jul","Childrens University Hospital Temple Street","Ophthalmology",2030
2016,"Jul","Childrens University Hospital Temple Street","Orthopaedics",1148
2016,"Jul","Childrens University Hospital Temple Street","Otolaryngology (ENT)",2676
2016,"Jul","Childrens University Hospital Temple Street","Paediatrics",2239
2016,"Jul","Childrens University Hospital Temple Street","Plastic Surgery",563
2016,"Jul","Childrens University Hospital Temple Street","Respiratory Medicine",543
2016,"Jul","Childrens University Hospital Temple Street","Urology",597
2016,"Jul","Connolly Hospital","Anaesthetics",30
2016,"Jul","Connolly Hospital","Cardiology",681
2016,"Jul","Connolly Hospital","Dermatology",1162
2016,"Jul","Connolly Hospital","Endocrinology",406
2016,"Jul","Connolly Hospital","Gastro-Enterology",1063
2016,"Jul","Connolly Hospital","General Surgery",1598
2016,"Jul","Connolly Hospital","Geriatric Medicine",34
2016,"Jul","Connolly Hospital","Gynaecology",541
2016,"Jul","Connolly Hospital","Haematology",442
2016,"Jul","Connolly Hospital","Nephrology",29
2016,"Jul","Connolly Hospital","Neurology",318
2016,"Jul","Connolly Hospital","Ophthalmology",239
2016,"Jul","Connolly Hospital","Orthopaedics",1298
2016,"Jul","Connolly Hospital","Otolaryngology (ENT)",888
2016,"Jul","Connolly Hospital","Plastic Surgery",265
2016,"Jul","Connolly Hospital","Respiratory Medicine",1069
2016,"Jul","Connolly Hospital","Rheumatology",708
2016,"Jul","Connolly Hospital","Urology",1090
2016,"Jul","Cork University Hospital","Breast Surgery",882
2016,"Jul","Cork University Hospital","Cardio-Thoracic Surgery",30
2016,"Jul","Cork University Hospital","Cardiology",1187
2016,"Jul","Cork University Hospital","Dermatology",116
2016,"Jul","Cork University Hospital","Diabetes Mellitus",456
2016,"Jul","Cork University Hospital","Endocrinology",365
2016,"Jul","Cork University Hospital","Gastro-Enterology",1103
2016,"Jul","Cork University Hospital","General Medicine",64
2016,"Jul","Cork University Hospital","General Surgery",1253
2016,"Jul","Cork University Hospital","Geriatric Medicine",95
2016,"Jul","Cork University Hospital","Gynaecology",3974
2016,"Jul","Cork University Hospital","Haematology",461
2016,"Jul","Cork University Hospital","Infectious Diseases",40
2016,"Jul","Cork University Hospital","Maxillo-Facial",2
2016,"Jul","Cork University Hospital","Nephrology",151
2016,"Jul","Cork University Hospital","Neurology",1212
2016,"Jul","Cork University Hospital","Neurosurgery",2137
2016,"Jul","Cork University Hospital","Oncology",46
2016,"Jul","Cork University Hospital","Ophthalmology",5198
2016,"Jul","Cork University Hospital","Orthopaedics",65
2016,"Jul","Cork University Hospital","Otolaryngology (ENT)",100
2016,"Jul","Cork University Hospital","Paed Cardiology",105
2016,"Jul","Cork University Hospital","Paed Endocrinology",140
2016,"Jul","Cork University Hospital","Paediatric Neurology",379
2016,"Jul","Cork University Hospital","Paediatric Neurosurgery",13
2016,"Jul","Cork University Hospital","Paediatric Respiratory Medicine",108
2016,"Jul","Cork University Hospital","Paediatrics",831
2016,"Jul","Cork University Hospital","Plastic Surgery",1506
2016,"Jul","Cork University Hospital","Respiratory Medicine",443
2016,"Jul","Cork University Hospital","Rheumatology",907
2016,"Jul","Cork University Hospital","Urology",1337
2016,"Jul","Cork University Hospital","Vascular Surgery",782
2016,"Jul","Croom Orthopaedic Hospital","Orthopaedics",4818
2016,"Jul","Croom Orthopaedic Hospital","Rheumatology",234
2016,"Jul","Ennis Hospital","Cardiology",211
2016,"Jul","Ennis Hospital","Endocrinology",23
2016,"Jul","Ennis Hospital","Gastro-Enterology",2
2016,"Jul","Ennis Hospital","General Medicine",222
2016,"Jul","Ennis Hospital","General Surgery",9
2016,"Jul","Ennis Hospital","Gynaecology",316
2016,"Jul","Ennis Hospital","Otolaryngology (ENT)",607
2016,"Jul","Ennis Hospital","Paediatrics",177
2016,"Jul","Ennis Hospital","Plastic Surgery",220
2016,"Jul","Ennis Hospital","Rheumatology",166
2016,"Jul","Ennis Hospital","Urology",1
2016,"Jul","Galway University Hospital","Anaesthetics",848
2016,"Jul","Galway University Hospital","Cardio-Thoracic Surgery",23
2016,"Jul","Galway University Hospital","Cardiology",1491
2016,"Jul","Galway University Hospital","Clinical Immunology",470
2016,"Jul","Galway University Hospital","Clinical Pharmacology",46
2016,"Jul","Galway University Hospital","Dermatology",2636
2016,"Jul","Galway University Hospital","Endocrinology",49
2016,"Jul","Galway University Hospital","Gastro-Enterology",234
2016,"Jul","Galway University Hospital","General Medicine",1400
2016,"Jul","Galway University Hospital","General Surgery",1812
2016,"Jul","Galway University Hospital","Geriatric Medicine",52
2016,"Jul","Galway University Hospital","Gynaecology",1708
2016,"Jul","Galway University Hospital","Haematology",138
2016,"Jul","Galway University Hospital","Infectious Diseases",27
2016,"Jul","Galway University Hospital","Nephrology",364
2016,"Jul","Galway University Hospital","Neurology",1836
2016,"Jul","Galway University Hospital","Oncology",26
2016,"Jul","Galway University Hospital","Ophthalmology",1241
2016,"Jul","Galway University Hospital","Oral Surgery",1762
2016,"Jul","Galway University Hospital","Orthopaedics",4278
2016,"Jul","Galway University Hospital","Otolaryngology (ENT)",3001
2016,"Jul","Galway University Hospital","Paediatrics",1625
2016,"Jul","Galway University Hospital","Pathology",15
2016,"Jul","Galway University Hospital","Plastic Surgery",1846
2016,"Jul","Galway University Hospital","Respiratory Medicine",849
2016,"Jul","Galway University Hospital","Rheumatology",1628
2016,"Jul","Galway University Hospital","Urology",1804
2016,"Jul","Galway University Hospital","Vascular Surgery",1145
2016,"Jul","Kerry General Hospital","Cardiology",635
2016,"Jul","Kerry General Hospital","Dermatology",590
2016,"Jul","Kerry General Hospital","Diabetes Mellitus",50
2016,"Jul","Kerry General Hospital","Endocrinology",39
2016,"Jul","Kerry General Hospital","Gastro-Enterology",25
2016,"Jul","Kerry General Hospital","General Medicine",364
2016,"Jul","Kerry General Hospital","General Surgery",1714
2016,"Jul","Kerry General Hospital","Geriatric Medicine",36
2016,"Jul","Kerry General Hospital","Gynaecology",470
2016,"Jul","Kerry General Hospital","Nephrology",5
2016,"Jul","Kerry General Hospital","Neurology",295
2016,"Jul","Kerry General Hospital","Orthopaedics",1731
2016,"Jul","Kerry General Hospital","Otolaryngology (ENT)",1152
2016,"Jul","Kerry General Hospital","Paediatrics",207
2016,"Jul","Kerry General Hospital","Plastic Surgery",147
2016,"Jul","Kerry General Hospital","Rehabilitation Medicine",4
2016,"Jul","Kerry General Hospital","Rheumatology",629
2016,"Jul","Letterkenny General Hospital","Anaesthetics",56
2016,"Jul","Letterkenny General Hospital","Cardiology",1261
2016,"Jul","Letterkenny General Hospital","Dermatology",498
2016,"Jul","Letterkenny General Hospital","General Medicine",1331
2016,"Jul","Letterkenny General Hospital","General Surgery",1734
2016,"Jul","Letterkenny General Hospital","Geriatric Medicine",113
2016,"Jul","Letterkenny General Hospital","Gynaecology",1331
2016,"Jul","Letterkenny General Hospital","Haematology",124
2016,"Jul","Letterkenny General Hospital","Maxillo-Facial",414
2016,"Jul","Letterkenny General Hospital","Nephrology",186
2016,"Jul","Letterkenny General Hospital","Neurology",357
2016,"Jul","Letterkenny General Hospital","Oncology",45
2016,"Jul","Letterkenny General Hospital","Orthopaedics",2257
2016,"Jul","Letterkenny General Hospital","Otolaryngology (ENT)",2218
2016,"Jul","Letterkenny General Hospital","Paediatrics",423
2016,"Jul","Letterkenny General Hospital","Urology",847
2016,"Jul","Louth County Hospital","Endocrinology",467
2016,"Jul","Louth County Hospital","General Medicine",126
2016,"Jul","Louth County Hospital","General Surgery",388
2016,"Jul","Louth County Hospital","Gynaecology",588
2016,"Jul","Louth County Hospital","Ophthalmology",240
2016,"Jul","Louth County Hospital","Orthopaedics",914
2016,"Jul","Louth County Hospital","Paediatrics",130
2016,"Jul","Louth County Hospital","Urology",80
2016,"Jul","Mallow General Hospital","General Medicine",1204
2016,"Jul","Mallow General Hospital","General Surgery",477
2016,"Jul","Mallow General Hospital","Geriatric Medicine",55
2016,"Jul","Mallow General Hospital","Otolaryngology (ENT)",550
2016,"Jul","Mallow General Hospital","Respiratory Medicine",65
2016,"Jul","Mater Misericordiae University Hospital","Anaesthetics",150
2016,"Jul","Mater Misericordiae University Hospital","Cardio-Thoracic Surgery",79
2016,"Jul","Mater Misericordiae University Hospital","Cardiology",1069
2016,"Jul","Mater Misericordiae University Hospital","Clinical (Medical) Genetics",308
2016,"Jul","Mater Misericordiae University Hospital","Dermatology",2653
2016,"Jul","Mater Misericordiae University Hospital","Endocrinology",674
2016,"Jul","Mater Misericordiae University Hospital","Gastro-Enterology",934
2016,"Jul","Mater Misericordiae University Hospital","General Medicine",6
2016,"Jul","Mater Misericordiae University Hospital","General Surgery",1981
2016,"Jul","Mater Misericordiae University Hospital","Geriatric Medicine",158
2016,"Jul","Mater Misericordiae University Hospital","Gynaecology",195
2016,"Jul","Mater Misericordiae University Hospital","Haematology",592
2016,"Jul","Mater Misericordiae University Hospital","Infectious Diseases",82
2016,"Jul","Mater Misericordiae University Hospital","Metabolic Medicine",40
2016,"Jul","Mater Misericordiae University Hospital","Nephrology",157
2016,"Jul","Mater Misericordiae University Hospital","Neurology",1832
2016,"Jul","Mater Misericordiae University Hospital","Oncology",28
2016,"Jul","Mater Misericordiae University Hospital","Ophthalmology",4541
2016,"Jul","Mater Misericordiae University Hospital","Orthopaedics",1994
2016,"Jul","Mater Misericordiae University Hospital","Otolaryngology (ENT)",2053
2016,"Jul","Mater Misericordiae University Hospital","Pain Relief",524
2016,"Jul","Mater Misericordiae University Hospital","Plastic Surgery",1463
2016,"Jul","Mater Misericordiae University Hospital","Psychiatry",37
2016,"Jul","Mater Misericordiae University Hospital","Radiology",18
2016,"Jul","Mater Misericordiae University Hospital","Respiratory Medicine",688
2016,"Jul","Mater Misericordiae University Hospital","Rheumatology",989
2016,"Jul","Mater Misericordiae University Hospital","Urology",1689
2016,"Jul","Mater Misericordiae University Hospital","Vascular Surgery",570
2016,"Jul","Mayo General Hospital","Dermatology",592
2016,"Jul","Mayo General Hospital","Endocrinology",7
2016,"Jul","Mayo General Hospital","General Medicine",1532
2016,"Jul","Mayo General Hospital","General Surgery",940
2016,"Jul","Mayo General Hospital","Geriatric Medicine",17
2016,"Jul","Mayo General Hospital","Gynaecology",139
2016,"Jul","Mayo General Hospital","Haematology",46
2016,"Jul","Mayo General Hospital","Nephrology",105
2016,"Jul","Mayo General Hospital","Obstetrics",2
2016,"Jul","Mayo General Hospital","Oncology",2
2016,"Jul","Mayo General Hospital","Orthopaedics",773
2016,"Jul","Mayo General Hospital","Otolaryngology (ENT)",1617
2016,"Jul","Mayo General Hospital","Paediatrics",477
2016,"Jul","Mayo General Hospital","Urology",211
2016,"Jul","Mercy University Hospital","Cardiology",603
2016,"Jul","Mercy University Hospital","Gastro-Enterology",757
2016,"Jul","Mercy University Hospital","Gastro-Intestinal Surgery",117
2016,"Jul","Mercy University Hospital","General Medicine",66
2016,"Jul","Mercy University Hospital","General Surgery",432
2016,"Jul","Mercy University Hospital","Geriatric Medicine",30
2016,"Jul","Mercy University Hospital","Haematology",73
2016,"Jul","Mercy University Hospital","Hepato-Biliary Surgery",25
2016,"Jul","Mercy University Hospital","Infectious Diseases",3
2016,"Jul","Mercy University Hospital","Nephrology",1
2016,"Jul","Mercy University Hospital","Neurology",159
2016,"Jul","Mercy University Hospital","Oncology",2
2016,"Jul","Mercy University Hospital","Ophthalmology",27
2016,"Jul","Mercy University Hospital","Paediatric Neurology",65
2016,"Jul","Mercy University Hospital","Paediatrics",172
2016,"Jul","Mercy University Hospital","Pain Relief",455
2016,"Jul","Mercy University Hospital","Respiratory Medicine",925
2016,"Jul","Mercy University Hospital","Urology",1189
2016,"Jul","Mercy University Hospital","Vascular Surgery",381
2016,"Jul","Midland Regional Hospital Mullingar","Dermatology",1702
2016,"Jul","Midland Regional Hospital Mullingar","General Medicine",1728
2016,"Jul","Midland Regional Hospital Mullingar","General Surgery",1128
2016,"Jul","Midland Regional Hospital Mullingar","Gynaecology",1016
2016,"Jul","Midland Regional Hospital Mullingar","Haematology",140
2016,"Jul","Midland Regional Hospital Mullingar","Ophthalmology",100
2016,"Jul","Midland Regional Hospital Mullingar","Orthopaedics",130
2016,"Jul","Midland Regional Hospital Mullingar","Paediatrics",603
2016,"Jul","Midland Regional Hospital Portlaoise","Developmental Paediatrics",21
2016,"Jul","Midland Regional Hospital Portlaoise","Diabetes Mellitus",262
2016,"Jul","Midland Regional Hospital Portlaoise","Endocrinology",106
2016,"Jul","Midland Regional Hospital Portlaoise","General Medicine",26
2016,"Jul","Midland Regional Hospital Portlaoise","General Surgery",1553
2016,"Jul","Midland Regional Hospital Portlaoise","Gynaecology",395
2016,"Jul","Midland Regional Hospital Portlaoise","Haematology",97
2016,"Jul","Midland Regional Hospital Portlaoise","Ophthalmology",376
2016,"Jul","Midland Regional Hospital Portlaoise","Orthopaedics",29
2016,"Jul","Midland Regional Hospital Portlaoise","Paediatrics",351
2016,"Jul","Midland Regional Hospital Portlaoise","Pain Relief",9
2016,"Jul","Midland Regional Hospital Portlaoise","Urology",607
2016,"Jul","Midland Regional Hospital Tullamore","General Medicine",1410
2016,"Jul","Midland Regional Hospital Tullamore","General Surgery",846
2016,"Jul","Midland Regional Hospital Tullamore","Gynaecology",108
