"Year","Month","Hospital","Age.Categorisation","TotalPatients"
2016,"Jun","Tallaght Hospital","65+",3990
2016,"Jun","University Hospital Limerick"," 0-15",3087
2016,"Jun","University Hospital Limerick","16-64",14658
2016,"Jun","University Hospital Limerick","65+",5466
2016,"Jun","University Hospital Waterford"," 0-15",3288
2016,"Jun","University Hospital Waterford","16-64",17729
2016,"Jun","University Hospital Waterford","65+",7155
2016,"Jun","Wexford General Hospital"," 0-15",566
2016,"Jun","Wexford General Hospital","16-64",2085
2016,"Jun","Wexford General Hospital","65+",634
2016,"Jul","Bantry General Hospital"," 0-15",50
2016,"Jul","Bantry General Hospital","16-64",831
2016,"Jul","Bantry General Hospital","65+",507
2016,"Jul","Beaumont Hospital","NA",2
2016,"Jul","Beaumont Hospital"," 0-15",589
2016,"Jul","Beaumont Hospital","16-64",19811
2016,"Jul","Beaumont Hospital","65+",6261
2016,"Jul","Cappagh National Orthopaedic Hospital"," 0-15",25
2016,"Jul","Cappagh National Orthopaedic Hospital","16-64",931
2016,"Jul","Cappagh National Orthopaedic Hospital","65+",422
2016,"Jul","Cavan General Hospital"," 0-15",1134
2016,"Jul","Cavan General Hospital","16-64",5182
2016,"Jul","Cavan General Hospital","65+",1852
2016,"Jul","Childrens University Hospital Temple Street"," 0-15",13333
2016,"Jul","Childrens University Hospital Temple Street","16-64",303
2016,"Jul","Childrens University Hospital Temple Street","65+",3
2016,"Jul","Connolly Hospital","NA",3
2016,"Jul","Connolly Hospital"," 0-15",7
2016,"Jul","Connolly Hospital","16-64",9537
2016,"Jul","Connolly Hospital","65+",2314
2016,"Jul","Cork University Hospital"," 0-15",3405
2016,"Jul","Cork University Hospital","16-64",16290
2016,"Jul","Cork University Hospital","65+",5793
2016,"Jul","Croom Orthopaedic Hospital"," 0-15",245
2016,"Jul","Croom Orthopaedic Hospital","16-64",3387
2016,"Jul","Croom Orthopaedic Hospital","65+",1420
2016,"Jul","Ennis Hospital"," 0-15",362
2016,"Jul","Ennis Hospital","16-64",1138
2016,"Jul","Ennis Hospital","65+",454
2016,"Jul","Galway University Hospital"," 0-15",4492
2016,"Jul","Galway University Hospital","16-64",21235
2016,"Jul","Galway University Hospital","65+",6627
2016,"Jul","Kerry General Hospital"," 0-15",787
2016,"Jul","Kerry General Hospital","16-64",5517
2016,"Jul","Kerry General Hospital","65+",1789
2016,"Jul","Letterkenny General Hospital"," 0-15",1647
2016,"Jul","Letterkenny General Hospital","16-64",8417
2016,"Jul","Letterkenny General Hospital","65+",3131
2016,"Jul","Louth County Hospital"," 0-15",141
2016,"Jul","Louth County Hospital","16-64",1984
2016,"Jul","Louth County Hospital","65+",808
2016,"Jul","Mallow General Hospital"," 0-15",210
2016,"Jul","Mallow General Hospital","16-64",1641
2016,"Jul","Mallow General Hospital","65+",500
2016,"Jul","Mater Misericordiae University Hospital"," 0-15",60
2016,"Jul","Mater Misericordiae University Hospital","16-64",17977
2016,"Jul","Mater Misericordiae University Hospital","65+",7467
2016,"Jul","Mayo General Hospital"," 0-15",1411
2016,"Jul","Mayo General Hospital","16-64",3520
2016,"Jul","Mayo General Hospital","65+",1529
2016,"Jul","Mercy University Hospital"," 0-15",560
2016,"Jul","Mercy University Hospital","16-64",3803
2016,"Jul","Mercy University Hospital","65+",1119
2016,"Jul","Midland Regional Hospital Mullingar"," 0-15",1170
2016,"Jul","Midland Regional Hospital Mullingar","16-64",4308
2016,"Jul","Midland Regional Hospital Mullingar","65+",1069
2016,"Jul","Midland Regional Hospital Portlaoise"," 0-15",591
2016,"Jul","Midland Regional Hospital Portlaoise","16-64",2487
2016,"Jul","Midland Regional Hospital Portlaoise","65+",754
2016,"Jul","Midland Regional Hospital Tullamore"," 0-15",2987
2016,"Jul","Midland Regional Hospital Tullamore","16-64",7834
2016,"Jul","Midland Regional Hospital Tullamore","65+",2570
2016,"Jul","Naas General Hospital"," 0-15",7
2016,"Jul","Naas General Hospital","16-64",4298
2016,"Jul","Naas General Hospital","65+",1308
2016,"Jul","Nenagh Hospital"," 0-15",225
2016,"Jul","Nenagh Hospital","16-64",1131
2016,"Jul","Nenagh Hospital","65+",379
2016,"Jul","Our Lady of Lourdes Hospital Drogheda"," 0-15",3657
2016,"Jul","Our Lady of Lourdes Hospital Drogheda","16-64",6746
2016,"Jul","Our Lady of Lourdes Hospital Drogheda","65+",1983
2016,"Jul","Our Lady's Children's Hospital Crumlin"," 0-15",12847
2016,"Jul","Our Lady's Children's Hospital Crumlin","16-64",360
2016,"Jul","Our Lady's Hospital Navan"," 0-15",32
2016,"Jul","Our Lady's Hospital Navan","16-64",3518
2016,"Jul","Our Lady's Hospital Navan","65+",1208
2016,"Jul","Portiuncula Hospital"," 0-15",600
2016,"Jul","Portiuncula Hospital","16-64",1958
2016,"Jul","Portiuncula Hospital","65+",597
2016,"Jul","Roscommon Hospital"," 0-15",187
2016,"Jul","Roscommon Hospital","16-64",1429
2016,"Jul","Roscommon Hospital","65+",800
2016,"Jul","Rotunda Hospital"," 0-15",9
2016,"Jul","Rotunda Hospital","16-64",1960
2016,"Jul","Rotunda Hospital","65+",140
2016,"Jul","Royal Victoria Eye and Ear Hospital"," 0-15",1128
2016,"Jul","Royal Victoria Eye and Ear Hospital","16-64",4700
2016,"Jul","Royal Victoria Eye and Ear Hospital","65+",3141
2016,"Jul","Sligo Regional Hospital"," 0-15",1427
2016,"Jul","Sligo Regional Hospital","16-64",6126
2016,"Jul","Sligo Regional Hospital","65+",2996
2016,"Jul","South Infirmary Victoria University Hospital"," 0-15",3317
2016,"Jul","South Infirmary Victoria University Hospital","16-64",12809
2016,"Jul","South Infirmary Victoria University Hospital","65+",3669
2016,"Jul","South Tipperary General Hospital"," 0-15",543
2016,"Jul","South Tipperary General Hospital","16-64",2308
2016,"Jul","South Tipperary General Hospital","65+",915
2016,"Jul","St. Columcille's Hospital"," 0-15",7
2016,"Jul","St. Columcille's Hospital","16-64",2081
2016,"Jul","St. Columcille's Hospital","65+",623
2016,"Jul","St. James's Hospital"," 0-15",109
2016,"Jul","St. James's Hospital","16-64",11877
2016,"Jul","St. James's Hospital","65+",3188
2016,"Jul","St. John's Hospital Limerick"," 0-15",39
2016,"Jul","St. John's Hospital Limerick","16-64",1180
2016,"Jul","St. John's Hospital Limerick","65+",461
2016,"Jul","St. Luke's General Hospital Kilkenny"," 0-15",403
2016,"Jul","St. Luke's General Hospital Kilkenny","16-64",2131
2016,"Jul","St. Luke's General Hospital Kilkenny","65+",640
2016,"Jul","St. Michael's Hospital Dun Laoghaire"," 0-15",243
2016,"Jul","St. Michael's Hospital Dun Laoghaire","16-64",1931
2016,"Jul","St. Michael's Hospital Dun Laoghaire","65+",679
2016,"Jul","St. Vincent's University Hospital"," 0-15",40
2016,"Jul","St. Vincent's University Hospital","16-64",12351
2016,"Jul","St. Vincent's University Hospital","65+",4113
2016,"Jul","Tallaght Children's Hospital"," 0-15",5910
2016,"Jul","Tallaght Children's Hospital","16-64",117
2016,"Jul","Tallaght Hospital","NA",1
2016,"Jul","Tallaght Hospital"," 0-15",139
2016,"Jul","Tallaght Hospital","16-64",16920
2016,"Jul","Tallaght Hospital","65+",4081
2016,"Jul","University Hospital Limerick"," 0-15",3357
2016,"Jul","University Hospital Limerick","16-64",15648
2016,"Jul","University Hospital Limerick","65+",5908
2016,"Jul","University Hospital Waterford"," 0-15",3353
2016,"Jul","University Hospital Waterford","16-64",18303
2016,"Jul","University Hospital Waterford","65+",7396
2016,"Jul","Wexford General Hospital"," 0-15",530
2016,"Jul","Wexford General Hospital","16-64",2005
2016,"Jul","Wexford General Hospital","65+",618
2016,"Aug","Bantry General Hospital"," 0-15",57
2016,"Aug","Bantry General Hospital","16-64",796
2016,"Aug","Bantry General Hospital","65+",493
2016,"Aug","Beaumont Hospital","NA",2
2016,"Aug","Beaumont Hospital"," 0-15",591
2016,"Aug","Beaumont Hospital","16-64",20070
2016,"Aug","Beaumont Hospital","65+",6314
2016,"Aug","Cappagh National Orthopaedic Hospital"," 0-15",20
2016,"Aug","Cappagh National Orthopaedic Hospital","16-64",962
2016,"Aug","Cappagh National Orthopaedic Hospital","65+",477
2016,"Aug","Cavan General Hospital"," 0-15",1120
2016,"Aug","Cavan General Hospital","16-64",5273
2016,"Aug","Cavan General Hospital","65+",1884
2016,"Aug","Childrens University Hospital Temple Street"," 0-15",13543
2016,"Aug","Childrens University Hospital Temple Street","16-64",298
2016,"Aug","Childrens University Hospital Temple Street","65+",3
2016,"Aug","Connolly Hospital","NA",2
2016,"Aug","Connolly Hospital"," 0-15",6
2016,"Aug","Connolly Hospital","16-64",9394
2016,"Aug","Connolly Hospital","65+",2322
2016,"Aug","Cork University Hospital"," 0-15",3357
2016,"Aug","Cork University Hospital","16-64",16516
2016,"Aug","Cork University Hospital","65+",5972
2016,"Aug","Croom Orthopaedic Hospital"," 0-15",253
2016,"Aug","Croom Orthopaedic Hospital","16-64",3366
2016,"Aug","Croom Orthopaedic Hospital","65+",1460
2016,"Aug","Ennis Hospital"," 0-15",358
2016,"Aug","Ennis Hospital","16-64",1183
2016,"Aug","Ennis Hospital","65+",471
2016,"Aug","Galway University Hospital"," 0-15",4538
2016,"Aug","Galway University Hospital","16-64",21626
2016,"Aug","Galway University Hospital","65+",6763
2016,"Aug","Kerry General Hospital"," 0-15",819
2016,"Aug","Kerry General Hospital","16-64",5685
2016,"Aug","Kerry General Hospital","65+",1871
2016,"Aug","Letterkenny General Hospital"," 0-15",1592
2016,"Aug","Letterkenny General Hospital","16-64",8215
2016,"Aug","Letterkenny General Hospital","65+",3073
2016,"Aug","Louth County Hospital"," 0-15",144
2016,"Aug","Louth County Hospital","16-64",1914
2016,"Aug","Louth County Hospital","65+",734
2016,"Aug","Mallow General Hospital"," 0-15",203
2016,"Aug","Mallow General Hospital","16-64",1669
2016,"Aug","Mallow General Hospital","65+",520
2016,"Aug","Mater Misericordiae University Hospital"," 0-15",57
2016,"Aug","Mater Misericordiae University Hospital","16-64",18868
2016,"Aug","Mater Misericordiae University Hospital","65+",8133
2016,"Aug","Mayo General Hospital"," 0-15",1276
2016,"Aug","Mayo General Hospital","16-64",3612
2016,"Aug","Mayo General Hospital","65+",1546
2016,"Aug","Mercy University Hospital"," 0-15",576
2016,"Aug","Mercy University Hospital","16-64",3763
2016,"Aug","Mercy University Hospital","65+",1078
2016,"Aug","Midland Regional Hospital Mullingar"," 0-15",1195
2016,"Aug","Midland Regional Hospital Mullingar","16-64",4393
2016,"Aug","Midland Regional Hospital Mullingar","65+",1094
2016,"Aug","Midland Regional Hospital Portlaoise"," 0-15",596
2016,"Aug","Midland Regional Hospital Portlaoise","16-64",2583
2016,"Aug","Midland Regional Hospital Portlaoise","65+",812
2016,"Aug","Midland Regional Hospital Tullamore"," 0-15",2969
2016,"Aug","Midland Regional Hospital Tullamore","16-64",7765
2016,"Aug","Midland Regional Hospital Tullamore","65+",2576
2016,"Aug","Naas General Hospital"," 0-15",5
2016,"Aug","Naas General Hospital","16-64",4268
2016,"Aug","Naas General Hospital","65+",1290
2016,"Aug","Nenagh Hospital"," 0-15",215
2016,"Aug","Nenagh Hospital","16-64",1126
2016,"Aug","Nenagh Hospital","65+",398
2016,"Aug","Our Lady of Lourdes Hospital Drogheda"," 0-15",3436
2016,"Aug","Our Lady of Lourdes Hospital Drogheda","16-64",6687
2016,"Aug","Our Lady of Lourdes Hospital Drogheda","65+",2012
2016,"Aug","Our Lady's Children's Hospital Crumlin"," 0-15",13148
2016,"Aug","Our Lady's Children's Hospital Crumlin","16-64",376
2016,"Aug","Our Lady's Hospital Navan"," 0-15",23
2016,"Aug","Our Lady's Hospital Navan","16-64",3613
2016,"Aug","Our Lady's Hospital Navan","65+",1289
2016,"Aug","Portiuncula Hospital"," 0-15",586
2016,"Aug","Portiuncula Hospital","16-64",1938
2016,"Aug","Portiuncula Hospital","65+",587
2016,"Aug","Roscommon Hospital"," 0-15",203
2016,"Aug","Roscommon Hospital","16-64",1560
2016,"Aug","Roscommon Hospital","65+",831
2016,"Aug","Rotunda Hospital"," 0-15",4
2016,"Aug","Rotunda Hospital","16-64",1973
2016,"Aug","Rotunda Hospital","65+",136
2016,"Aug","Royal Victoria Eye and Ear Hospital"," 0-15",979
2016,"Aug","Royal Victoria Eye and Ear Hospital","16-64",4100
2016,"Aug","Royal Victoria Eye and Ear Hospital","65+",2905
2016,"Aug","Sligo Regional Hospital"," 0-15",1398
2016,"Aug","Sligo Regional Hospital","16-64",6216
2016,"Aug","Sligo Regional Hospital","65+",3011
2016,"Aug","South Infirmary Victoria University Hospital"," 0-15",3158
2016,"Aug","South Infirmary Victoria University Hospital","16-64",12827
2016,"Aug","South Infirmary Victoria University Hospital","65+",3672
2016,"Aug","South Tipperary General Hospital"," 0-15",512
2016,"Aug","South Tipperary General Hospital","16-64",2299
2016,"Aug","South Tipperary General Hospital","65+",921
2016,"Aug","St. Columcille's Hospital"," 0-15",8
2016,"Aug","St. Columcille's Hospital","16-64",2101
2016,"Aug","St. Columcille's Hospital","65+",587
2016,"Aug","St. James's Hospital"," 0-15",114
2016,"Aug","St. James's Hospital","16-64",11821
2016,"Aug","St. James's Hospital","65+",3226
2016,"Aug","St. John's Hospital Limerick"," 0-15",28
2016,"Aug","St. John's Hospital Limerick","16-64",1149
2016,"Aug","St. John's Hospital Limerick","65+",433
2016,"Aug","St. Luke's General Hospital Kilkenny"," 0-15",391
2016,"Aug","St. Luke's General Hospital Kilkenny","16-64",2114
2016,"Aug","St. Luke's General Hospital Kilkenny","65+",619
2016,"Aug","St. Michael's Hospital Dun Laoghaire"," 0-15",235
2016,"Aug","St. Michael's Hospital Dun Laoghaire","16-64",1904
2016,"Aug","St. Michael's Hospital Dun Laoghaire","65+",671
2016,"Aug","St. Vincent's University Hospital"," 0-15",38
2016,"Aug","St. Vincent's University Hospital","16-64",12525
2016,"Aug","St. Vincent's University Hospital","65+",4267
2016,"Aug","Tallaght Children's Hospital"," 0-15",6002
2016,"Aug","Tallaght Children's Hospital","16-64",122
2016,"Aug","Tallaght Hospital","NA",1
2016,"Aug","Tallaght Hospital"," 0-15",124
2016,"Aug","Tallaght Hospital","16-64",17464
2016,"Aug","Tallaght Hospital","65+",4222
2016,"Aug","University Hospital Limerick"," 0-15",3473
2016,"Aug","University Hospital Limerick","16-64",16096
2016,"Aug","University Hospital Limerick","65+",6176
2016,"Aug","University Hospital Waterford"," 0-15",3331
2016,"Aug","University Hospital Waterford","16-64",18618
2016,"Aug","University Hospital Waterford","65+",7682
2016,"Aug","Wexford General Hospital"," 0-15",494
2016,"Aug","Wexford General Hospital","16-64",1969
2016,"Aug","Wexford General Hospital","65+",588
2016,"Sep","Bantry General Hospital"," 0-15",48
2016,"Sep","Bantry General Hospital","16-64",794
2016,"Sep","Bantry General Hospital","65+",505
2016,"Sep","Beaumont Hospital","NA",2
2016,"Sep","Beaumont Hospital"," 0-15",575
2016,"Sep","Beaumont Hospital","16-64",20236
2016,"Sep","Beaumont Hospital","65+",6471
2016,"Sep","Cappagh National Orthopaedic Hospital"," 0-15",23
2016,"Sep","Cappagh National Orthopaedic Hospital","16-64",972
2016,"Sep","Cappagh National Orthopaedic Hospital","65+",478
2016,"Sep","Cavan General Hospital"," 0-15",1095
2016,"Sep","Cavan General Hospital","16-64",5182
2016,"Sep","Cavan General Hospital","65+",1854
2016,"Sep","Childrens University Hospital Temple Street"," 0-15",13631
2016,"Sep","Childrens University Hospital Temple Street","16-64",321
2016,"Sep","Childrens University Hospital Temple Street","65+",3
2016,"Sep","Connolly Hospital","NA",2
2016,"Sep","Connolly Hospital"," 0-15",6
2016,"Sep","Connolly Hospital","16-64",9427
2016,"Sep","Connolly Hospital","65+",2332
2016,"Sep","Cork University Hospital"," 0-15",3389
2016,"Sep","Cork University Hospital","16-64",16803
2016,"Sep","Cork University Hospital","65+",6128
2016,"Sep","Croom Orthopaedic Hospital"," 0-15",263
2016,"Sep","Croom Orthopaedic Hospital","16-64",3447
2016,"Sep","Croom Orthopaedic Hospital","65+",1480
2016,"Sep","Ennis Hospital"," 0-15",358
2016,"Sep","Ennis Hospital","16-64",1184
2016,"Sep","Ennis Hospital","65+",467
2016,"Sep","Galway University Hospital"," 0-15",4432
2016,"Sep","Galway University Hospital","16-64",21937
2016,"Sep","Galway University Hospital","65+",6842
2016,"Sep","Kerry General Hospital"," 0-15",836
2016,"Sep","Kerry General Hospital","16-64",5718
2016,"Sep","Kerry General Hospital","65+",1876
2016,"Sep","Letterkenny General Hospital"," 0-15",1568
2016,"Sep","Letterkenny General Hospital","16-64",8181
2016,"Sep","Letterkenny General Hospital","65+",3080
2016,"Sep","Louth County Hospital"," 0-15",157
2016,"Sep","Louth County Hospital","16-64",1797
2016,"Sep","Louth County Hospital","65+",702
2016,"Sep","Mallow General Hospital"," 0-15",195
2016,"Sep","Mallow General Hospital","16-64",1693
2016,"Sep","Mallow General Hospital","65+",527
2016,"Sep","Mater Misericordiae University Hospital"," 0-15",51
2016,"Sep","Mater Misericordiae University Hospital","16-64",18981
2016,"Sep","Mater Misericordiae University Hospital","65+",8151
2016,"Sep","Mayo General Hospital"," 0-15",1278
2016,"Sep","Mayo General Hospital","16-64",3689
2016,"Sep","Mayo General Hospital","65+",1611
2016,"Sep","Mercy University Hospital"," 0-15",536
2016,"Sep","Mercy University Hospital","16-64",3678
2016,"Sep","Mercy University Hospital","65+",1037
2016,"Sep","Midland Regional Hospital Mullingar"," 0-15",1164
2016,"Sep","Midland Regional Hospital Mullingar","16-64",4417
2016,"Sep","Midland Regional Hospital Mullingar","65+",1139
2016,"Sep","Midland Regional Hospital Portlaoise"," 0-15",589
2016,"Sep","Midland Regional Hospital Portlaoise","16-64",2685
2016,"Sep","Midland Regional Hospital Portlaoise","65+",854
2016,"Sep","Midland Regional Hospital Tullamore"," 0-15",2982
2016,"Sep","Midland Regional Hospital Tullamore","16-64",7808
2016,"Sep","Midland Regional Hospital Tullamore","65+",2645
2016,"Sep","Naas General Hospital"," 0-15",6
2016,"Sep","Naas General Hospital","16-64",4264
2016,"Sep","Naas General Hospital","65+",1306
2016,"Sep","Nenagh Hospital"," 0-15",225
2016,"Sep","Nenagh Hospital","16-64",1153
2016,"Sep","Nenagh Hospital","65+",394
2016,"Sep","Our Lady of Lourdes Hospital Drogheda"," 0-15",3417
